	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
359114	Switzerland/VD-ETHZ-280101/2020	EPI_ISL_560491	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359115	Switzerland/VD-ETHZ-280102/2020	EPI_ISL_560492	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359116	Switzerland/VD-ETHZ-280103/2020	EPI_ISL_560493	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359117	Switzerland/VD-ETHZ-280104/2020	EPI_ISL_560494	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359118	Switzerland/VD-ETHZ-280105/2020	EPI_ISL_560495	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359119	Switzerland/VD-ETHZ-280106/2020	EPI_ISL_560496	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359120	Switzerland/VD-ETHZ-280112/2020	EPI_ISL_560497	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359121	Switzerland/VD-ETHZ-280114/2020	EPI_ISL_560498	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359122	Switzerland/VD-ETHZ-280115/2020	EPI_ISL_560499	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359123	Switzerland/VD-ETHZ-280118/2020	EPI_ISL_560500	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359124	Switzerland/VD-ETHZ-280123/2020	EPI_ISL_560501	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359125	Switzerland/VD-ETHZ-280125/2020	EPI_ISL_560502	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359126	Switzerland/VD-ETHZ-280129/2020	EPI_ISL_560503	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359127	Switzerland/VD-ETHZ-280136/2020	EPI_ISL_560504	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359128	Switzerland/VD-ETHZ-280141/2020	EPI_ISL_560505	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359129	Switzerland/VD-ETHZ-280143/2020	EPI_ISL_560506	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359130	Switzerland/VD-ETHZ-280144/2020	EPI_ISL_560507	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359131	Switzerland/VD-ETHZ-280145/2020	EPI_ISL_560508	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359132	Switzerland/VD-ETHZ-280146/2020	EPI_ISL_560509	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359133	Switzerland/VD-ETHZ-280147/2020	EPI_ISL_560510	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359134	Switzerland/VD-ETHZ-280158/2020	EPI_ISL_560511	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359135	Switzerland/VD-ETHZ-280160/2020	EPI_ISL_560512	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359136	Switzerland/VD-ETHZ-280163/2020	EPI_ISL_560513	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359137	Switzerland/VD-ETHZ-280164/2020	EPI_ISL_560514	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359138	Switzerland/VD-ETHZ-280165/2020	EPI_ISL_560515	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359139	Switzerland/VD-ETHZ-280166/2020	EPI_ISL_560516	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359140	Switzerland/VD-ETHZ-280167/2020	EPI_ISL_560517	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359141	Switzerland/VD-ETHZ-280168/2020	EPI_ISL_560518	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359142	Switzerland/VD-ETHZ-280170/2020	EPI_ISL_560519	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359143	Switzerland/VD-ETHZ-280181/2020	EPI_ISL_560520	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359144	Switzerland/VD-ETHZ-280202/2020	EPI_ISL_560521	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359145	Switzerland/VD-ETHZ-280203/2020	EPI_ISL_560522	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359146	Switzerland/VD-ETHZ-280205/2020	EPI_ISL_560523	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359147	Switzerland/VD-ETHZ-280206/2020	EPI_ISL_560524	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359148	Switzerland/VD-ETHZ-280207/2020	EPI_ISL_560525	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359149	Switzerland/VD-ETHZ-280212/2020	EPI_ISL_560526	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359150	Switzerland/VD-ETHZ-280222/2020	EPI_ISL_560527	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359151	Switzerland/VD-ETHZ-280229/2020	EPI_ISL_560528	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359152	Switzerland/VD-ETHZ-280230/2020	EPI_ISL_560529	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359153	Switzerland/VD-ETHZ-280231/2020	EPI_ISL_560530	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359154	Switzerland/VD-ETHZ-280238/2020	EPI_ISL_560531	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359155	Switzerland/VD-ETHZ-280240/2020	EPI_ISL_560532	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359156	Switzerland/VD-ETHZ-280241/2020	EPI_ISL_560533	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359157	Switzerland/VD-ETHZ-300248/2020	EPI_ISL_603280	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359158	Switzerland/VD-ETHZ-300250/2020	EPI_ISL_603282	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359159	Switzerland/VD-ETHZ-300251/2020	EPI_ISL_603283	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359160	Switzerland/VD-ETHZ-300252/2020	EPI_ISL_603284	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359161	Switzerland/VD-ETHZ-300253/2020	EPI_ISL_603285	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359162	Switzerland/VD-ETHZ-300254/2020	EPI_ISL_603286	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359163	Switzerland/VD-ETHZ-300255/2020	EPI_ISL_603287	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359164	Switzerland/VD-ETHZ-300256/2020	EPI_ISL_603288	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359165	Switzerland/VD-ETHZ-300263/2020	EPI_ISL_603295	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359166	Switzerland/VD-ETHZ-300266/2020	EPI_ISL_603298	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359167	Switzerland/VD-ETHZ-300267/2020	EPI_ISL_603299	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359168	Switzerland/VD-ETHZ-300268/2020	EPI_ISL_603300	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359169	Switzerland/VD-ETHZ-300269/2020	EPI_ISL_603301	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359170	Switzerland/VD-ETHZ-300270/2020	EPI_ISL_603302	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359171	Switzerland/VD-ETHZ-300271/2020	EPI_ISL_603303	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359172	Switzerland/VD-ETHZ-300273/2020	EPI_ISL_603305	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359173	Switzerland/VD-ETHZ-300274/2020	EPI_ISL_603306	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359174	Switzerland/VD-ETHZ-300295/2020	EPI_ISL_603327	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359175	Switzerland/VD-ETHZ-300298/2020	EPI_ISL_603330	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359176	Switzerland/VD-ETHZ-300301/2020	EPI_ISL_603333	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359177	Switzerland/VD-ETHZ-300302/2020	EPI_ISL_603334	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359178	Switzerland/VD-ETHZ-300303/2020	EPI_ISL_603335	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359179	Switzerland/VD-ETHZ-300305/2020	EPI_ISL_603337	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359180	Switzerland/VD-ETHZ-300308/2020	EPI_ISL_603340	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359181	Switzerland/VD-ETHZ-300316/2020	EPI_ISL_603348	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359182	Switzerland/VD-ETHZ-300318/2020	EPI_ISL_603350	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359183	Switzerland/VD-ETHZ-300319/2020	EPI_ISL_603351	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359184	Switzerland/VD-ETHZ-300419/2020	EPI_ISL_603378	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359185	Switzerland/VD-ETHZ-300420/2020	EPI_ISL_603379	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359186	Switzerland/VD-ETHZ-300421/2020	EPI_ISL_603380	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359187	Switzerland/VD-ETHZ-300423/2020	EPI_ISL_603381	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359188	Switzerland/VD-ETHZ-300425/2020	EPI_ISL_603382	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359189	Switzerland/VD-ETHZ-300428/2020	EPI_ISL_603383	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359190	Switzerland/VD-ETHZ-300433/2020	EPI_ISL_603388	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359191	Switzerland/VD-ETHZ-300434/2020	EPI_ISL_603389	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359192	Switzerland/VD-ETHZ-300465/2020	EPI_ISL_603413	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359193	Switzerland/VD-ETHZ-300467/2020	EPI_ISL_603414	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359194	Switzerland/VD-ETHZ-300469/2020	EPI_ISL_603416	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359195	Switzerland/VD-ETHZ-300470/2020	EPI_ISL_603417	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359196	Switzerland/VD-ETHZ-300471/2020	EPI_ISL_603418	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359197	Switzerland/VD-ETHZ-300477/2020	EPI_ISL_603422	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359198	Switzerland/VD-ETHZ-310352/2020	EPI_ISL_603426	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359199	Switzerland/VD-ETHZ-310353/2020	EPI_ISL_603427	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359200	Switzerland/VD-ETHZ-310354/2020	EPI_ISL_603428	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359201	Switzerland/VD-ETHZ-310355/2020	EPI_ISL_603429	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359202	Switzerland/VD-ETHZ-310356/2020	EPI_ISL_603430	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359203	Switzerland/VD-ETHZ-310357/2020	EPI_ISL_603431	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359204	Switzerland/VD-ETHZ-310358/2020	EPI_ISL_603432	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359205	Switzerland/VD-ETHZ-310359/2020	EPI_ISL_603433	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359206	Switzerland/VD-ETHZ-310360/2020	EPI_ISL_603434	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359207	Switzerland/VD-ETHZ-310361/2020	EPI_ISL_603435	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359208	Switzerland/VD-ETHZ-310362/2020	EPI_ISL_603436	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359209	Switzerland/VD-ETHZ-310363/2020	EPI_ISL_603437	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359210	Switzerland/VD-ETHZ-310364/2020	EPI_ISL_603438	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359211	Switzerland/VD-ETHZ-310369/2020	EPI_ISL_603443	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359212	Switzerland/VD-ETHZ-310370/2020	EPI_ISL_603444	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359213	Switzerland/VD-ETHZ-310372/2020	EPI_ISL_603446	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359214	Switzerland/VD-ETHZ-310373/2020	EPI_ISL_603447	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359215	Switzerland/VD-ETHZ-310375/2020	EPI_ISL_603449	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359216	Switzerland/VD-ETHZ-310377/2020	EPI_ISL_603451	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359217	Switzerland/VD-ETHZ-310379/2020	EPI_ISL_603453	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359218	Switzerland/VD-ETHZ-310436/2020	EPI_ISL_603510	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359219	Switzerland/VD-ETHZ-310446/2020	EPI_ISL_603519	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359220	Switzerland/VD-ETHZ-310451/2020	EPI_ISL_603523	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359221	Switzerland/VD-ETHZ-310463/2020	EPI_ISL_603535	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359222	Switzerland/VD-ETHZ-310495/2020	EPI_ISL_603564	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359223	Switzerland/VD-ETHZ-310496/2020	EPI_ISL_603565	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359224	Switzerland/VD-ETHZ-310497/2020	EPI_ISL_603566	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359225	Switzerland/VD-ETHZ-310500/2020	EPI_ISL_603568	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359226	Switzerland/VD-ETHZ-310502/2020	EPI_ISL_603570	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359227	Switzerland/VD-ETHZ-310505/2020	EPI_ISL_603573	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359228	Switzerland/VD-ETHZ-310506/2020	EPI_ISL_603574	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
