	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
289568	Netherlands/OV-RIVM-21131/2020	EPI_ISL_824054	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289569	Netherlands/OV-RIVM-21132/2020	EPI_ISL_824055	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289570	Netherlands/OV-RIVM-21340/2020	EPI_ISL_824260	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289571	Netherlands/OV-RIVM-21489/2020	EPI_ISL_905671	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289572	Netherlands/OV-RIVM-21490/2020	EPI_ISL_905672	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289573	Netherlands/OV-RIVM-21493/2020	EPI_ISL_905675	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289574	Netherlands/OV-RIVM-21504/2020	EPI_ISL_905710	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289575	Netherlands/OV-RIVM-21505/2020	EPI_ISL_905711	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289576	Netherlands/OV-RIVM-21508/2020	EPI_ISL_905725	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289577	Netherlands/OV-RIVM-21515/2020	EPI_ISL_905033	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289578	Netherlands/OV-RIVM-21516/2020	EPI_ISL_905069	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289579	Netherlands/OV-RIVM-21641/2020	EPI_ISL_904746	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289580	Netherlands/OV-RIVM-21642/2020	EPI_ISL_904885	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289581	Netherlands/OV-RIVM-21643/2020	EPI_ISL_904886	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289582	Netherlands/OV-RIVM-21648/2020	EPI_ISL_904887	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289583	Netherlands/OV-RIVM-21649/2020	EPI_ISL_904888	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289584	Netherlands/OV-RIVM-21657/2020	EPI_ISL_904889	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289585	Netherlands/OV-RIVM-21658/2020	EPI_ISL_904890	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289586	Netherlands/OV-RIVM-21666/2020	EPI_ISL_904891	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289617	Netherlands/Overijssel_34/2020	EPI_ISL_461226	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289618	Netherlands/Overijssel_35/2020	EPI_ISL_461227	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289631	Netherlands/UT-EMC-100/2020	EPI_ISL_632460	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289632	Netherlands/UT-EMC-101/2020	EPI_ISL_632391	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289633	Netherlands/UT-EMC-102/2020	EPI_ISL_632387	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289634	Netherlands/UT-EMC-103/2020	EPI_ISL_632360	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289635	Netherlands/UT-EMC-104/2020	EPI_ISL_632502	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289636	Netherlands/UT-EMC-105/2020	EPI_ISL_632461	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289637	Netherlands/UT-EMC-106/2020	EPI_ISL_632531	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289638	Netherlands/UT-EMC-107/2020	EPI_ISL_632623	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289639	Netherlands/UT-EMC-108/2020	EPI_ISL_632625	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289640	Netherlands/UT-EMC-109/2020	EPI_ISL_632628	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289641	Netherlands/UT-EMC-110/2020	EPI_ISL_632629	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289642	Netherlands/UT-EMC-111/2020	EPI_ISL_632630	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289643	Netherlands/UT-EMC-112/2020	EPI_ISL_632634	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289644	Netherlands/UT-EMC-113/2020	EPI_ISL_632635	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289645	Netherlands/UT-EMC-114/2020	EPI_ISL_632637	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289646	Netherlands/UT-EMC-115/2020	EPI_ISL_632638	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289647	Netherlands/UT-EMC-117/2020	EPI_ISL_632640	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289648	Netherlands/UT-EMC-118/2020	EPI_ISL_632641	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289649	Netherlands/UT-EMC-119/2020	EPI_ISL_632644	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289650	Netherlands/UT-EMC-120/2020	EPI_ISL_632645	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289651	Netherlands/UT-EMC-121/2020	EPI_ISL_632648	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289652	Netherlands/UT-EMC-122/2020	EPI_ISL_632654	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289653	Netherlands/UT-EMC-123/2020	EPI_ISL_632343	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289654	Netherlands/UT-EMC-124/2020	EPI_ISL_632720	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289655	Netherlands/UT-EMC-125/2020	EPI_ISL_632328	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289656	Netherlands/UT-EMC-127/2020	EPI_ISL_632721	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289657	Netherlands/UT-EMC-128/2020	EPI_ISL_632326	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289658	Netherlands/UT-EMC-129/2020	EPI_ISL_632723	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289659	Netherlands/UT-EMC-130/2020	EPI_ISL_632392	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289660	Netherlands/UT-EMC-131/2020	EPI_ISL_632724	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289661	Netherlands/UT-EMC-132/2020	EPI_ISL_632726	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289662	Netherlands/UT-EMC-133/2020	EPI_ISL_632727	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289663	Netherlands/UT-EMC-134/2020	EPI_ISL_632730	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289664	Netherlands/UT-EMC-135/2020	EPI_ISL_632407	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289665	Netherlands/UT-EMC-136/2020	EPI_ISL_632362	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289666	Netherlands/UT-EMC-137/2020	EPI_ISL_632349	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289667	Netherlands/UT-EMC-138/2020	EPI_ISL_632731	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289668	Netherlands/UT-EMC-139/2020	EPI_ISL_632732	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289669	Netherlands/UT-EMC-140/2020	EPI_ISL_632733	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289670	Netherlands/UT-EMC-141/2020	EPI_ISL_632779	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289671	Netherlands/UT-EMC-142/2020	EPI_ISL_632780	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289672	Netherlands/UT-EMC-143/2020	EPI_ISL_632782	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289673	Netherlands/UT-EMC-144/2020	EPI_ISL_632783	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289674	Netherlands/UT-EMC-145/2020	EPI_ISL_632784	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289676	Netherlands/UT-EMC-147/2020	EPI_ISL_632626	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289677	Netherlands/UT-EMC-148/2020	EPI_ISL_632379	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289678	Netherlands/UT-EMC-149/2020	EPI_ISL_722625	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289679	Netherlands/UT-EMC-150/2020	EPI_ISL_722638	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289680	Netherlands/UT-EMC-151/2020	EPI_ISL_722371	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289681	Netherlands/UT-EMC-152/2020	EPI_ISL_722368	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289682	Netherlands/UT-EMC-153/2020	EPI_ISL_722646	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289683	Netherlands/UT-EMC-154/2020	EPI_ISL_722652	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289684	Netherlands/UT-EMC-155/2020	EPI_ISL_722653	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289685	Netherlands/UT-EMC-157/2020	EPI_ISL_722580	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289686	Netherlands/UT-EMC-158/2020	EPI_ISL_722602	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289687	Netherlands/UT-EMC-160/2020	EPI_ISL_722728	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289688	Netherlands/UT-EMC-161/2020	EPI_ISL_722586	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289689	Netherlands/UT-EMC-163/2020	EPI_ISL_722587	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289690	Netherlands/UT-EMC-164/2020	EPI_ISL_722588	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289691	Netherlands/UT-EMC-165/2020	EPI_ISL_722603	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289692	Netherlands/UT-EMC-166/2020	EPI_ISL_722604	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289693	Netherlands/UT-EMC-167/2020	EPI_ISL_722701	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289694	Netherlands/UT-EMC-170/2020	EPI_ISL_722309	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289695	Netherlands/UT-EMC-171/2020	EPI_ISL_722681	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289696	Netherlands/UT-EMC-173/2020	EPI_ISL_722407	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289697	Netherlands/UT-EMC-174/2020	EPI_ISL_722753	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289698	Netherlands/UT-EMC-175/2020	EPI_ISL_722748	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289699	Netherlands/UT-EMC-176/2020	EPI_ISL_722754	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289700	Netherlands/UT-EMC-177/2020	EPI_ISL_722558	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289701	Netherlands/UT-EMC-180/2020	EPI_ISL_722292	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289702	Netherlands/UT-EMC-183/2020	EPI_ISL_722562	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289703	Netherlands/UT-EMC-185/2020	EPI_ISL_722376	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289704	Netherlands/UT-EMC-186/2020	EPI_ISL_722331	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289705	Netherlands/UT-EMC-188/2020	EPI_ISL_722343	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289706	Netherlands/UT-EMC-190/2020	EPI_ISL_722514	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289707	Netherlands/UT-EMC-191/2020	EPI_ISL_722518	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289708	Netherlands/UT-EMC-192/2020	EPI_ISL_722534	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289709	Netherlands/UT-EMC-193/2020	EPI_ISL_722535	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289710	Netherlands/UT-EMC-194/2020	EPI_ISL_722631	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289711	Netherlands/UT-EMC-195/2020	EPI_ISL_722647	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289712	Netherlands/UT-EMC-196/2020	EPI_ISL_722654	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289713	Netherlands/UT-EMC-197/2020	EPI_ISL_722327	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289714	Netherlands/UT-EMC-198/2020	EPI_ISL_722669	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289715	Netherlands/UT-EMC-200/2020	EPI_ISL_722424	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289716	Netherlands/UT-EMC-201/2020	EPI_ISL_722721	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289717	Netherlands/UT-EMC-202/2020	EPI_ISL_722740	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289718	Netherlands/UT-EMC-203/2020	EPI_ISL_722639	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289719	Netherlands/UT-EMC-204/2020	EPI_ISL_722277	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289720	Netherlands/UT-EMC-205/2020	EPI_ISL_722662	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289721	Netherlands/UT-EMC-206/2020	EPI_ISL_722273	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289722	Netherlands/UT-EMC-207/2020	EPI_ISL_722611	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289723	Netherlands/UT-EMC-208/2020	EPI_ISL_722536	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289724	Netherlands/UT-EMC-209/2020	EPI_ISL_722670	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289725	Netherlands/UT-EMC-210/2020	EPI_ISL_722321	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289726	Netherlands/UT-EMC-211/2020	EPI_ISL_722341	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289727	Netherlands/UT-EMC-212/2020	EPI_ISL_722372	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289728	Netherlands/UT-EMC-213/2020	EPI_ISL_722397	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289729	Netherlands/UT-EMC-214/2020	EPI_ISL_722789	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289730	Netherlands/UT-EMC-215/2020	EPI_ISL_722796	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289731	Netherlands/UT-EMC-216/2020	EPI_ISL_722763	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289732	Netherlands/UT-EMC-217/2020	EPI_ISL_722690	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289733	Netherlands/UT-EMC-218/2020	EPI_ISL_722695	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289734	Netherlands/UT-EMC-219/2020	EPI_ISL_722384	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289735	Netherlands/UT-EMC-220/2020	EPI_ISL_722385	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289736	Netherlands/UT-EMC-221/2020	EPI_ISL_722790	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289737	Netherlands/UT-EMC-222/2020	EPI_ISL_722461	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289738	Netherlands/UT-EMC-223/2020	EPI_ISL_722462	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289739	Netherlands/UT-EMC-224/2020	EPI_ISL_722456	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289740	Netherlands/UT-EMC-225/2020	EPI_ISL_722457	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289741	Netherlands/UT-EMC-226/2020	EPI_ISL_722458	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289742	Netherlands/UT-EMC-227/2020	EPI_ISL_722411	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289743	Netherlands/UT-EMC-228/2020	EPI_ISL_722460	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289744	Netherlands/UT-EMC-229/2020	EPI_ISL_722767	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289751	Netherlands/UT-EMC-236/2020	EPI_ISL_801434	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289752	Netherlands/UT-EMC-237/2020	EPI_ISL_801435	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289753	Netherlands/UT-EMC-238/2020	EPI_ISL_801436	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289754	Netherlands/UT-EMC-239/2020	EPI_ISL_801490	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289755	Netherlands/UT-EMC-240/2020	EPI_ISL_801491	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289756	Netherlands/UT-EMC-241/2020	EPI_ISL_802543	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289757	Netherlands/UT-EMC-242/2020	EPI_ISL_801492	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289758	Netherlands/UT-EMC-243/2020	EPI_ISL_801493	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289759	Netherlands/UT-EMC-244/2020	EPI_ISL_801494	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289760	Netherlands/UT-EMC-245/2020	EPI_ISL_801495	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289761	Netherlands/UT-EMC-246/2020	EPI_ISL_801496	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289762	Netherlands/UT-EMC-247/2020	EPI_ISL_801411	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289763	Netherlands/UT-EMC-248/2020	EPI_ISL_801497	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289765	Netherlands/UT-EMC-255/2021	EPI_ISL_904366	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289766	Netherlands/UT-EMC-256/2020	EPI_ISL_904188	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289767	Netherlands/UT-EMC-257/2020	EPI_ISL_904499	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289768	Netherlands/UT-EMC-258/2020	EPI_ISL_904364	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289769	Netherlands/UT-EMC-259/2020	EPI_ISL_904365	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289770	Netherlands/UT-EMC-260/2020	EPI_ISL_904233	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289771	Netherlands/UT-EMC-261/2020	EPI_ISL_904362	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289772	Netherlands/UT-EMC-262/2020	EPI_ISL_904361	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289773	Netherlands/UT-EMC-263/2020	EPI_ISL_904363	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289774	Netherlands/UT-EMC-264/2021	EPI_ISL_904542	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289775	Netherlands/UT-EMC-265/2021	EPI_ISL_904373	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289776	Netherlands/UT-EMC-266/2021	EPI_ISL_904566	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289777	Netherlands/UT-EMC-267/2021	EPI_ISL_904567	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289778	Netherlands/UT-EMC-268/2021	EPI_ISL_904368	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289779	Netherlands/UT-EMC-269/2021	EPI_ISL_904568	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289780	Netherlands/UT-EMC-270/2021	EPI_ISL_904571	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289781	Netherlands/UT-EMC-271/2021	EPI_ISL_904575	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289782	Netherlands/UT-EMC-272/2021	EPI_ISL_904576	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289783	Netherlands/UT-EMC-273/2021	EPI_ISL_904582	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289784	Netherlands/UT-EMC-274/2021	EPI_ISL_904591	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289785	Netherlands/UT-EMC-51/2020	EPI_ISL_523528	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289787	Netherlands/UT-EMC-53/2020	EPI_ISL_523530	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289788	Netherlands/UT-EMC-54/2020	EPI_ISL_523531	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289789	Netherlands/UT-EMC-55/2020	EPI_ISL_523532	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289790	Netherlands/UT-EMC-56/2020	EPI_ISL_523533	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289791	Netherlands/UT-EMC-57/2020	EPI_ISL_523534	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289792	Netherlands/UT-EMC-58/2020	EPI_ISL_523535	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289793	Netherlands/UT-EMC-59/2020	EPI_ISL_523536	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289794	Netherlands/UT-EMC-60/2020	EPI_ISL_523537	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289795	Netherlands/UT-EMC-61/2020	EPI_ISL_523538	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289796	Netherlands/UT-EMC-62/2020	EPI_ISL_523539	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289797	Netherlands/UT-EMC-63/2020	EPI_ISL_523540	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289798	Netherlands/UT-EMC-64/2020	EPI_ISL_523541	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289799	Netherlands/UT-EMC-65/2020	EPI_ISL_523542	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289800	Netherlands/UT-EMC-66/2020	EPI_ISL_523543	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289801	Netherlands/UT-EMC-67/2020	EPI_ISL_523544	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289802	Netherlands/UT-EMC-68/2020	EPI_ISL_523545	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289803	Netherlands/UT-EMC-69/2020	EPI_ISL_523546	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289804	Netherlands/UT-EMC-70/2020	EPI_ISL_577886	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289805	Netherlands/UT-EMC-71/2020	EPI_ISL_577887	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289806	Netherlands/UT-EMC-72/2020	EPI_ISL_577888	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289807	Netherlands/UT-EMC-73/2020	EPI_ISL_577889	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289808	Netherlands/UT-EMC-74/2020	EPI_ISL_577890	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289809	Netherlands/UT-EMC-75/2020	EPI_ISL_577891	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289810	Netherlands/UT-EMC-76/2020	EPI_ISL_577892	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289811	Netherlands/UT-EMC-77/2020	EPI_ISL_577893	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289812	Netherlands/UT-EMC-78/2020	EPI_ISL_577894	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289813	Netherlands/UT-EMC-79/2020	EPI_ISL_577895	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289814	Netherlands/UT-EMC-80/2020	EPI_ISL_577896	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289815	Netherlands/UT-EMC-81/2020	EPI_ISL_577897	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289816	Netherlands/UT-EMC-82/2020	EPI_ISL_577898	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289817	Netherlands/UT-EMC-83/2020	EPI_ISL_577899	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289818	Netherlands/UT-EMC-84/2020	EPI_ISL_577900	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
