	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
289819	Netherlands/UT-EMC-85/2020	EPI_ISL_577901	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289820	Netherlands/UT-EMC-86/2020	EPI_ISL_577902	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289821	Netherlands/UT-EMC-87/2020	EPI_ISL_577903	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289822	Netherlands/UT-EMC-88/2020	EPI_ISL_577904	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289823	Netherlands/UT-EMC-89/2020	EPI_ISL_577905	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289826	Netherlands/UT-EMC-92/2020	EPI_ISL_632496	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289827	Netherlands/UT-EMC-93/2020	EPI_ISL_632497	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289828	Netherlands/UT-EMC-94/2020	EPI_ISL_632498	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289829	Netherlands/UT-EMC-95/2020	EPI_ISL_632499	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289830	Netherlands/UT-EMC-96/2020	EPI_ISL_632500	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289831	Netherlands/UT-EMC-98/2020	EPI_ISL_632327	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289832	Netherlands/UT-EMC-99/2020	EPI_ISL_632417	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
289833	Netherlands/UT-RIVM-10006/2021	EPI_ISL_824141	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289834	Netherlands/UT-RIVM-10020/2021	EPI_ISL_824262	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289836	Netherlands/UT-RIVM-10048/2021	EPI_ISL_905387	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289837	Netherlands/UT-RIVM-10049/2021	EPI_ISL_905388	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289838	Netherlands/UT-RIVM-10050/2021	EPI_ISL_905389	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289839	Netherlands/UT-RIVM-10051/2021	EPI_ISL_905390	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289840	Netherlands/UT-RIVM-10052/2021	EPI_ISL_905391	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289841	Netherlands/UT-RIVM-10053/2021	EPI_ISL_905392	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289843	Netherlands/UT-RIVM-10054/2021	EPI_ISL_905393	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289857	Netherlands/UT-RIVM-10093/2021	EPI_ISL_905452	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289858	Netherlands/UT-RIVM-10094/2021	EPI_ISL_905453	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289859	Netherlands/UT-RIVM-10095/2021	EPI_ISL_905454	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289860	Netherlands/UT-RIVM-10096/2021	EPI_ISL_905455	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289861	Netherlands/UT-RIVM-10097/2021	EPI_ISL_905456	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289862	Netherlands/UT-RIVM-10098/2021	EPI_ISL_905457	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289863	Netherlands/UT-RIVM-10099/2021	EPI_ISL_905458	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289864	Netherlands/UT-RIVM-10100/2021	EPI_ISL_905459	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289865	Netherlands/UT-RIVM-10101/2021	EPI_ISL_905460	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289866	Netherlands/UT-RIVM-10102/2021	EPI_ISL_905461	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289868	Netherlands/UT-RIVM-10116/2021	EPI_ISL_905511	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289873	Netherlands/UT-RIVM-10127/2021	EPI_ISL_905524	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289875	Netherlands/UT-RIVM-10128/2021	EPI_ISL_905525	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289877	Netherlands/UT-RIVM-10129/2021	EPI_ISL_905526	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289878	Netherlands/UT-RIVM-10130/2021	EPI_ISL_905527	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289879	Netherlands/UT-RIVM-10131/2021	EPI_ISL_905528	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289882	Netherlands/UT-RIVM-10136/2021	EPI_ISL_905534	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289884	Netherlands/UT-RIVM-10139/2021	EPI_ISL_905543	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289885	Netherlands/UT-RIVM-10148/2020	EPI_ISL_547539	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289887	Netherlands/UT-RIVM-10154/2020	EPI_ISL_547541	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289889	Netherlands/UT-RIVM-10155/2021	EPI_ISL_905574	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289895	Netherlands/UT-RIVM-10160/2021	EPI_ISL_905587	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289897	Netherlands/UT-RIVM-10161/2021	EPI_ISL_905588	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289899	Netherlands/UT-RIVM-10162/2021	EPI_ISL_905589	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289901	Netherlands/UT-RIVM-10163/2021	EPI_ISL_905590	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289903	Netherlands/UT-RIVM-10164/2021	EPI_ISL_905591	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289909	Netherlands/UT-RIVM-10174/2021	EPI_ISL_905601	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289910	Netherlands/UT-RIVM-10175/2021	EPI_ISL_905602	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289911	Netherlands/UT-RIVM-10197/2021	EPI_ISL_905629	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289912	Netherlands/UT-RIVM-10198/2021	EPI_ISL_905630	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289913	Netherlands/UT-RIVM-10199/2021	EPI_ISL_905631	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289914	Netherlands/UT-RIVM-10200/2021	EPI_ISL_905632	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289915	Netherlands/UT-RIVM-10201/2021	EPI_ISL_905633	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289916	Netherlands/UT-RIVM-10202/2021	EPI_ISL_905634	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289917	Netherlands/UT-RIVM-10203/2021	EPI_ISL_905635	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289918	Netherlands/UT-RIVM-10204/2021	EPI_ISL_905636	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289919	Netherlands/UT-RIVM-10205/2021	EPI_ISL_905637	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289920	Netherlands/UT-RIVM-10206/2021	EPI_ISL_905638	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289921	Netherlands/UT-RIVM-10207/2021	EPI_ISL_905639	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289922	Netherlands/UT-RIVM-10208/2021	EPI_ISL_905640	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289923	Netherlands/UT-RIVM-10212/2021	EPI_ISL_905644	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289924	Netherlands/UT-RIVM-10213/2021	EPI_ISL_905645	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289925	Netherlands/UT-RIVM-10214/2021	EPI_ISL_905646	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289926	Netherlands/UT-RIVM-10226/2021	EPI_ISL_905678	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289927	Netherlands/UT-RIVM-10229/2021	EPI_ISL_905681	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289928	Netherlands/UT-RIVM-10230/2021	EPI_ISL_905682	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289929	Netherlands/UT-RIVM-10231/2021	EPI_ISL_905683	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289930	Netherlands/UT-RIVM-10232/2021	EPI_ISL_905684	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289931	Netherlands/UT-RIVM-10252/2021	EPI_ISL_905718	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289932	Netherlands/UT-RIVM-10253/2021	EPI_ISL_905719	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289933	Netherlands/UT-RIVM-10254/2021	EPI_ISL_905720	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289936	Netherlands/UT-RIVM-10350/2020	EPI_ISL_636574	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289937	Netherlands/UT-RIVM-10351/2020	EPI_ISL_636575	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289938	Netherlands/UT-RIVM-10353/2021	EPI_ISL_905049	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289939	Netherlands/UT-RIVM-10354/2021	EPI_ISL_905050	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289940	Netherlands/UT-RIVM-10355/2021	EPI_ISL_905051	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289941	Netherlands/UT-RIVM-10356/2021	EPI_ISL_905052	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289942	Netherlands/UT-RIVM-10357/2021	EPI_ISL_905053	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289943	Netherlands/UT-RIVM-10358/2021	EPI_ISL_905054	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289944	Netherlands/UT-RIVM-10359/2020	EPI_ISL_636576	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289945	Netherlands/UT-RIVM-10359/2021	EPI_ISL_905055	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289946	Netherlands/UT-RIVM-10360/2020	EPI_ISL_636577	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289947	Netherlands/UT-RIVM-10360/2021	EPI_ISL_905056	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289948	Netherlands/UT-RIVM-10361/2021	EPI_ISL_905057	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289949	Netherlands/UT-RIVM-10362/2021	EPI_ISL_905058	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289950	Netherlands/UT-RIVM-10363/2021	EPI_ISL_905059	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289951	Netherlands/UT-RIVM-10364/2021	EPI_ISL_905060	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289952	Netherlands/UT-RIVM-10365/2021	EPI_ISL_905061	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289953	Netherlands/UT-RIVM-10366/2021	EPI_ISL_905062	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289954	Netherlands/UT-RIVM-10367/2021	EPI_ISL_905063	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289955	Netherlands/UT-RIVM-10368/2021	EPI_ISL_905064	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289956	Netherlands/UT-RIVM-10369/2020	EPI_ISL_636578	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289957	Netherlands/UT-RIVM-10369/2021	EPI_ISL_905065	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289958	Netherlands/UT-RIVM-10370/2021	EPI_ISL_905066	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289959	Netherlands/UT-RIVM-10371/2021	EPI_ISL_905067	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289960	Netherlands/UT-RIVM-10372/2021	EPI_ISL_905068	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289961	Netherlands/UT-RIVM-10377/2020	EPI_ISL_636579	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289962	Netherlands/UT-RIVM-10380/2020	EPI_ISL_636580	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289963	Netherlands/UT-RIVM-10383/2020	EPI_ISL_636581	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289964	Netherlands/UT-RIVM-10384/2020	EPI_ISL_636582	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289965	Netherlands/UT-RIVM-10385/2021	EPI_ISL_905110	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289966	Netherlands/UT-RIVM-10388/2021	EPI_ISL_905113	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289967	Netherlands/UT-RIVM-10391/2021	EPI_ISL_905116	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289968	Netherlands/UT-RIVM-10392/2021	EPI_ISL_905117	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289969	Netherlands/UT-RIVM-10394/2021	EPI_ISL_905119	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289970	Netherlands/UT-RIVM-10397/2021	EPI_ISL_905122	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289971	Netherlands/UT-RIVM-10398/2021	EPI_ISL_905316	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289972	Netherlands/UT-RIVM-10399/2021	EPI_ISL_905317	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289973	Netherlands/UT-RIVM-10400/2020	EPI_ISL_636583	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289974	Netherlands/UT-RIVM-10400/2021	EPI_ISL_905318	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289975	Netherlands/UT-RIVM-10401/2021	EPI_ISL_905204	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289976	Netherlands/UT-RIVM-10418/2021	EPI_ISL_905319	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289977	Netherlands/UT-RIVM-10419/2021	EPI_ISL_905320	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289978	Netherlands/UT-RIVM-10426/2021	EPI_ISL_905179	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289979	Netherlands/UT-RIVM-10427/2021	EPI_ISL_905321	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289980	Netherlands/UT-RIVM-10428/2021	EPI_ISL_905322	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289981	Netherlands/UT-RIVM-10429/2021	EPI_ISL_905323	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289982	Netherlands/UT-RIVM-10430/2021	EPI_ISL_905324	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289983	Netherlands/UT-RIVM-10444/2021	EPI_ISL_905325	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
289984	Netherlands/UT-RIVM-10445/2021	EPI_ISL_905197	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
